date,transect_id,NDVI
2017-07-11,T1,-0.3270219564437866
2017-07-11,T2,-0.3270219564437866
2017-07-11,T3,-0.3270219564437866
2017-07-11,T4,-0.3270219564437866
2017-07-11,T5,-0.3270219564437866
2017-07-11,T6,-0.3270219564437866
2017-07-11,T7,-0.3270219564437866
2017-07-11,T8,-0.3270219564437866
2017-07-11,T9,-0.3270219564437866
2017-07-11,T10,-0.3270219564437866
2017-07-11,T11,-0.3270219564437866
2017-07-11,T12,-0.3270219564437866
2017-07-11,T13,-0.3270219564437866
2017-07-11,T14,-0.3270219564437866
2017-07-11,T15,-0.3270219564437866
2017-07-11,T16,-0.3270219564437866
2017-07-11,T17,-0.3270219564437866
2017-07-11,T18,-0.3270219564437866
2017-07-11,T19,-0.3270219564437866
2017-07-11,T1,-0.3270219564437866
2017-07-11,T2,-0.3270219564437866
2017-07-11,T3,-0.3270219564437866
2017-07-11,T4,-0.3270219564437866
2017-07-11,T5,-0.3270219564437866
2017-07-11,T6,-0.3270219564437866
2017-07-11,T7,-0.3270219564437866
2017-07-11,T8,-0.3270219564437866
2017-07-11,T9,-0.3270219564437866
2017-07-11,T10,-0.3270219564437866
2017-07-11,T11,-0.3270219564437866
2017-07-11,T12,-0.3270219564437866
2017-07-11,T13,-0.3270219564437866
2017-07-11,T14,-0.3270219564437866
2017-07-11,T15,-0.3270219564437866
2017-07-11,T16,-0.3270219564437866
2017-07-11,T17,-0.3270219564437866
2017-07-11,T18,-0.3270219564437866
2017-07-11,T19,-0.3270219564437866
2017-07-16,T1,
2017-07-16,T2,
2017-07-16,T3,
2017-07-16,T4,
2017-07-16,T5,
2017-07-16,T6,
2017-07-16,T7,
2017-07-16,T8,
2017-07-16,T9,
2017-07-16,T10,
2017-07-16,T11,
2017-07-16,T12,
2017-07-16,T13,
2017-07-16,T14,
2017-07-16,T15,
2017-07-16,T16,
2017-07-16,T17,
2017-07-16,T18,
2017-07-16,T19,
2017-07-26,T1,
2017-07-26,T2,
2017-07-26,T3,
2017-07-26,T4,
2017-07-26,T5,
2017-07-26,T6,
2017-07-26,T7,
2017-07-26,T8,
2017-07-26,T9,
2017-07-26,T10,
2017-07-26,T11,
2017-07-26,T12,
2017-07-26,T13,
2017-07-26,T14,
2017-07-26,T15,
2017-07-26,T16,
2017-07-26,T17,
2017-07-26,T18,
2017-07-26,T19,
2017-08-05,T1,
2017-08-05,T2,
2017-08-05,T3,
2017-08-05,T4,
2017-08-05,T5,
2017-08-05,T6,
2017-08-05,T7,
2017-08-05,T8,
2017-08-05,T9,
2017-08-05,T10,
2017-08-05,T11,
2017-08-05,T12,
2017-08-05,T13,
2017-08-05,T14,
2017-08-05,T15,
2017-08-05,T16,
2017-08-05,T17,
2017-08-05,T18,
2017-08-05,T19,
2017-08-20,T1,
2017-08-20,T2,
2017-08-20,T3,
2017-08-20,T4,
2017-08-20,T5,
2017-08-20,T6,
2017-08-20,T7,
2017-08-20,T8,
2017-08-20,T9,
2017-08-20,T10,
2017-08-20,T11,
2017-08-20,T12,
2017-08-20,T13,
2017-08-20,T14,
2017-08-20,T15,
2017-08-20,T16,
2017-08-20,T17,
2017-08-20,T18,
2017-08-20,T19,
2017-08-25,T1,
2017-08-25,T2,
2017-08-25,T3,
2017-08-25,T4,
2017-08-25,T5,
2017-08-25,T6,
2017-08-25,T7,
2017-08-25,T8,
2017-08-25,T9,
2017-08-25,T10,
2017-08-25,T11,
2017-08-25,T12,
2017-08-25,T13,
2017-08-25,T14,
2017-08-25,T15,
2017-08-25,T16,
2017-08-25,T17,
2017-08-25,T18,
2017-08-25,T19,
2017-09-14,T1,
2017-09-14,T2,
2017-09-14,T3,
2017-09-14,T4,
2017-09-14,T5,
2017-09-14,T6,
2017-09-14,T7,
2017-09-14,T8,
2017-09-14,T9,
2017-09-14,T10,
2017-09-14,T11,
2017-09-14,T12,
2017-09-14,T13,
2017-09-14,T14,
2017-09-14,T15,
2017-09-14,T16,
2017-09-14,T17,
2017-09-14,T18,
2017-09-14,T19,
2017-09-24,T1,
2017-09-24,T2,
2017-09-24,T3,
2017-09-24,T4,
2017-09-24,T5,
2017-09-24,T6,
2017-09-24,T7,
2017-09-24,T8,
2017-09-24,T9,
2017-09-24,T10,
2017-09-24,T11,
2017-09-24,T12,
2017-09-24,T13,
2017-09-24,T14,
2017-09-24,T15,
2017-09-24,T16,
2017-09-24,T17,
2017-09-24,T18,
2017-09-24,T19,
2017-10-14,T1,
2017-10-14,T2,
2017-10-14,T3,
2017-10-14,T4,
2017-10-14,T5,
2017-10-14,T6,
2017-10-14,T7,
2017-10-14,T8,
2017-10-14,T9,
2017-10-14,T10,
2017-10-14,T11,
2017-10-14,T12,
2017-10-14,T13,
2017-10-14,T14,
2017-10-14,T15,
2017-10-14,T16,
2017-10-14,T17,
2017-10-14,T18,
2017-10-14,T19,
2017-10-19,T1,
2017-10-19,T2,
2017-10-19,T3,
2017-10-19,T4,
2017-10-19,T5,
2017-10-19,T6,
2017-10-19,T7,
2017-10-19,T8,
2017-10-19,T9,
2017-10-19,T10,
2017-10-19,T11,
2017-10-19,T12,
2017-10-19,T13,
2017-10-19,T14,
2017-10-19,T15,
2017-10-19,T16,
2017-10-19,T17,
2017-10-19,T18,
2017-10-19,T19,
2017-10-29,T1,
2017-10-29,T2,
2017-10-29,T3,
2017-10-29,T4,
2017-10-29,T5,
2017-10-29,T6,
2017-10-29,T7,
2017-10-29,T8,
2017-10-29,T9,
2017-10-29,T10,
2017-10-29,T11,
2017-10-29,T12,
2017-10-29,T13,
2017-10-29,T14,
2017-10-29,T15,
2017-10-29,T16,
2017-10-29,T17,
2017-10-29,T18,
2017-10-29,T19,
2017-11-18,T1,
2017-11-18,T2,
2017-11-18,T3,
2017-11-18,T4,
2017-11-18,T5,
2017-11-18,T6,
2017-11-18,T7,
2017-11-18,T8,
2017-11-18,T9,
2017-11-18,T10,
2017-11-18,T11,
2017-11-18,T12,
2017-11-18,T13,
2017-11-18,T14,
2017-11-18,T15,
2017-11-18,T16,
2017-11-18,T17,
2017-11-18,T18,
2017-11-18,T19,
2017-12-08,T1,
2017-12-08,T2,
2017-12-08,T3,
2017-12-08,T4,
2017-12-08,T5,
2017-12-08,T6,
2017-12-08,T7,
2017-12-08,T8,
2017-12-08,T9,
2017-12-08,T10,
2017-12-08,T11,
2017-12-08,T12,
2017-12-08,T13,
2017-12-08,T14,
2017-12-08,T15,
2017-12-08,T16,
2017-12-08,T17,
2017-12-08,T18,
2017-12-08,T19,
2017-12-13,T1,
2017-12-13,T2,
2017-12-13,T3,
2017-12-13,T4,
2017-12-13,T5,
2017-12-13,T6,
2017-12-13,T7,
2017-12-13,T8,
2017-12-13,T9,
2017-12-13,T10,
2017-12-13,T11,
2017-12-13,T12,
2017-12-13,T13,
2017-12-13,T14,
2017-12-13,T15,
2017-12-13,T16,
2017-12-13,T17,
2017-12-13,T18,
2017-12-13,T19,
2017-12-23,T1,
2017-12-23,T2,
2017-12-23,T3,
2017-12-23,T4,
2017-12-23,T5,
2017-12-23,T6,
2017-12-23,T7,
2017-12-23,T8,
2017-12-23,T9,
2017-12-23,T10,
2017-12-23,T11,
2017-12-23,T12,
2017-12-23,T13,
2017-12-23,T14,
2017-12-23,T15,
2017-12-23,T16,
2017-12-23,T17,
2017-12-23,T18,
2017-12-23,T19,
2018-01-02,T1,
2018-01-02,T2,
2018-01-02,T3,
2018-01-02,T4,
2018-01-02,T5,
2018-01-02,T6,
2018-01-02,T7,
2018-01-02,T8,
2018-01-02,T9,
2018-01-02,T10,
2018-01-02,T11,
2018-01-02,T12,
2018-01-02,T13,
2018-01-02,T14,
2018-01-02,T15,
2018-01-02,T16,
2018-01-02,T17,
2018-01-02,T18,
2018-01-02,T19,
2018-01-07,T1,
2018-01-07,T2,
2018-01-07,T3,
2018-01-07,T4,
2018-01-07,T5,
2018-01-07,T6,
2018-01-07,T7,
2018-01-07,T8,
2018-01-07,T9,
2018-01-07,T10,
2018-01-07,T11,
2018-01-07,T12,
2018-01-07,T13,
2018-01-07,T14,
2018-01-07,T15,
2018-01-07,T16,
2018-01-07,T17,
2018-01-07,T18,
2018-01-07,T19,
2018-02-11,T1,
2018-02-11,T2,
2018-02-11,T3,
2018-02-11,T4,
2018-02-11,T5,
2018-02-11,T6,
2018-02-11,T7,
2018-02-11,T8,
2018-02-11,T9,
2018-02-11,T10,
2018-02-11,T11,
2018-02-11,T12,
2018-02-11,T13,
2018-02-11,T14,
2018-02-11,T15,
2018-02-11,T16,
2018-02-11,T17,
2018-02-11,T18,
2018-02-11,T19,
2018-02-16,T1,
2018-02-16,T2,
2018-02-16,T3,
2018-02-16,T4,
2018-02-16,T5,
2018-02-16,T6,
2018-02-16,T7,
2018-02-16,T8,
2018-02-16,T9,
2018-02-16,T10,
2018-02-16,T11,
2018-02-16,T12,
2018-02-16,T13,
2018-02-16,T14,
2018-02-16,T15,
2018-02-16,T16,
2018-02-16,T17,
2018-02-16,T18,
2018-02-16,T19,
2018-02-21,T1,
2018-02-21,T2,
2018-02-21,T3,
2018-02-21,T4,
2018-02-21,T5,
2018-02-21,T6,
2018-02-21,T7,
2018-02-21,T8,
2018-02-21,T9,
2018-02-21,T10,
2018-02-21,T11,
2018-02-21,T12,
2018-02-21,T13,
2018-02-21,T14,
2018-02-21,T15,
2018-02-21,T16,
2018-02-21,T17,
2018-02-21,T18,
2018-02-21,T19,
2018-04-02,T1,
2018-04-02,T2,
2018-04-02,T3,
2018-04-02,T4,
2018-04-02,T5,
2018-04-02,T6,
2018-04-02,T7,
2018-04-02,T8,
2018-04-02,T9,
2018-04-02,T10,
2018-04-02,T11,
2018-04-02,T12,
2018-04-02,T13,
2018-04-02,T14,
2018-04-02,T15,
2018-04-02,T16,
2018-04-02,T17,
2018-04-02,T18,
2018-04-02,T19,
2018-04-27,T1,
2018-04-27,T2,
2018-04-27,T3,
2018-04-27,T4,
2018-04-27,T5,
2018-04-27,T6,
2018-04-27,T7,
2018-04-27,T8,
2018-04-27,T9,
2018-04-27,T10,
2018-04-27,T11,
2018-04-27,T12,
2018-04-27,T13,
2018-04-27,T14,
2018-04-27,T15,
2018-04-27,T16,
2018-04-27,T17,
2018-04-27,T18,
2018-04-27,T19,
2018-05-02,T1,
2018-05-02,T2,
2018-05-02,T3,
2018-05-02,T4,
2018-05-02,T5,
2018-05-02,T6,
2018-05-02,T7,
2018-05-02,T8,
2018-05-02,T9,
2018-05-02,T10,
2018-05-02,T11,
2018-05-02,T12,
2018-05-02,T13,
2018-05-02,T14,
2018-05-02,T15,
2018-05-02,T16,
2018-05-02,T17,
2018-05-02,T18,
2018-05-02,T19,
2018-05-07,T1,
2018-05-07,T2,
2018-05-07,T3,
2018-05-07,T4,
2018-05-07,T5,
2018-05-07,T6,
2018-05-07,T7,
2018-05-07,T8,
2018-05-07,T9,
2018-05-07,T10,
2018-05-07,T11,
2018-05-07,T12,
2018-05-07,T13,
2018-05-07,T14,
2018-05-07,T15,
2018-05-07,T16,
2018-05-07,T17,
2018-05-07,T18,
2018-05-07,T19,
